"CITY","STABBR","ACCREDAGENCY","SCH_DEG","LOCALE","CCBASIC","CCUGPROF","CCSIZSET","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","MENONLY","WOMENONLY","HCM2","PREDDEG","HIGHDEG","CONTROL","REGION","LATITUDE","LONGITUDE"
"Hattiesburg","MS","National Accrediting Commission of Career Arts and Sciences","1","13","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,891,5265
"Moorefield","WV","Higher Learning Commission","2","41","3","1","1","0","0","0","0","0","0","0","0","0",0,2,2,1,5,3492,3099
"Indianapolis","IN","Accrediting Commission of Career Schools and Colleges","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,3,3792,4743
"Caguas","PR","Accrediting Commission of Career Schools and Colleges","1","13","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,9,48,1460
"Bothell","WA","Northwest Commission on Colleges and Universities","2","21","14","5","9","0","0","0","0","0","0","0","0","0",0,2,3,1,8,6594,1177
"Los Angeles","CA","Accrediting Bureau of Health Education Schools","2","11","10","4","2","0","0","0","0","0","0","0","0","0",0,2,2,2,8,1750,871
"Sarasota","FL","Accrediting Council for Independent Colleges and Schools","1","13","26","0","6","0","0","0","0","0","0","0","0","0",0,1,4,3,5,362,3991
"Fort Lauderdale","FL","Accrediting Commission for Acupuncture and Oriental Medicine","3","12","26","0","6","0","0","0","0","0","0","0","0","0",0,3,4,2,5,274,3324
"Highland Heights","OH","Accrediting Bureau of Health Education Schools","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,3,5106,3703
"Washington","DC","National Accrediting Commission of Career Arts and Sciences","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,3415,2820
"San Antonio","TX","Council on Occupational Education","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,6,548,6585
"Tulsa","OK","Accrediting Council for Independent Colleges and Schools","1","11","10","4","2","0","0","0","0","0","0","1","0","0",0,1,2,2,6,2507,6163
"Indianapolis","IN","Association for Bibical Higher Educaiton","3","11","24","7","6","0","0","0","0","0","0","0","0","0",0,3,3,2,3,3807,4681
"West Seneca","NY","Council on Occupational Education","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,5864,3061
"Tucson","AZ","Accrediting Commission of Career Schools and Colleges","1","41","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,6,948,259
"Miami","FL","Council on Occupational Education","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,2,5,188,3435
"Southlake","TX","Transnational Association of Christian Colleges and Schools","3","21","24","5","6","0","0","0","0","0","0","0","0","0",0,3,4,2,6,1242,6375
"Baton Rouge","LA","Accrediting Bureau of Health Education Schools","1","21","10","4","1","0","0","0","0","0","0","0","0","0",0,1,2,3,5,764,5525
"Sacramento","CA","Accrediting Commission of Career Schools and Colleges","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,8,3209,1094
"Miami","FL","National Accrediting Commission of Career Arts and Sciences","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,204,3375
"Mineola","NY","Accrediting Commission for Acupuncture and Oriental Medicine","3","21","26","7","6","0","0","0","0","0","0","0","0","0",0,4,4,2,2,4531,1988
"Orange Park","FL","Accrediting Commission of Career Schools and Colleges","1","21","10","4","1","0","0","0","0","0","0","0","0","0",0,1,2,3,5,695,3801
"Rochester","NY","Commission on Accrediting of the Association of Theological Schools","3","21","24","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,2,6017,2974
"Houma","LA","National Accrediting Commission of Career Arts and Sciences","1","22","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,569,5508
"Mangilao","GU","Transnational Association of Christian Colleges and Schools","3","33","22","7","7","0","0","1","0","1","0","0","0","0",0,3,4,2,9,4,6640
"Cerritos","CA","Accrediting Commission of Career Schools and Colleges","1","21","10","4","1","0","0","0","0","0","0","0","0","0",0,1,2,3,8,1588,792
"Irwin","OH","Association for Bibical Higher Educaiton","2","42","13","3","1","0","0","0","0","0","0","0","0","0",0,2,2,2,3,4044,4182
"Seattle","WA","Accrediting Commission for Acupuncture and Oriental Medicine","3","11","26","0","18","0","0","0","0","0","0","0","0","0",0,4,4,3,8,6550,1234
"Shawnee","OK","National Accrediting Commission of Career Arts and Sciences","1","32","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,6,2244,6323
"Miami","FL","Accrediting Commission of Career Schools and Colleges","3","13","26","10","6","0","0","0","0","0","0","0","0","0",0,3,4,3,5,182,3472
"Albuquerque","NM","Accrediting Commission of Career Schools and Colleges","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,6,2149,213
"Lebanon","NH","Accrediting Council for Continuing Education & Training","1","33","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,4,4,2,1,6124,1822
"Claremont","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","21","20","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,8,1804,684
"Duluth","GA","Accrediting Commission of Career Schools and Colleges","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,1656,4313
"Mill Creek","PA","Accreditation Commission for Education in Nursing","1","42","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,4226,2989
"Springfield","MO","National Accrediting Commission of Career Arts and Sciences","1","12","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,4,2804,5778
"Jamaica","NY","Accrediting Commission of Career Schools and Colleges","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,4468,2018
"Newport","AR","Higher Learning Commission","1","42","6","2","2","0","0","0","0","0","0","0","0","0",0,1,2,1,5,2347,5549
"Manati","PR","Middle States Commission on Higher Education","2","21","26","7","6","0","0","0","0","0","1","0","0","0",0,2,3,2,9,122,1529
"Liverpool","NY","Council on Occupational Education","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,6013,2670
"Pasadena","TX","Council on Occupational Education","1","21","13","4","1","0","0","0","0","0","0","0","0","0",0,2,2,3,6,594,6036
"Newark","NJ","Middle States Commission on Higher Education","3","11","24","11","6","0","0","0","0","0","1","0","0","0",0,3,3,2,2,4527,2303
"Houston","TX","Council on Occupational Education","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,6,593,6109
"Mount Pleasant","MI","Higher Learning Commission","2","32","33","1","1","0","0","0","1","0","0","0","0","0",0,2,2,1,3,6111,4512
"Chattanooga","TN","Southern Association of Colleges and Schools Commission on Colleges","3","12","26","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,5,2100,4577
"Seattle","WA","Commission on Accrediting of the Association of Theological Schools","3","11","26","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,8,6558,1248
"Mesa","AZ","Council on Occupational Education","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,6,1325,330
"Beverly Hills","CA","Accrediting Commission of Career Schools and Colleges","1","21","10","4","2","0","0","0","0","0","0","0","0","0",0,1,2,3,8,1756,898
"Paso Robles","CA","National Accrediting Commission of Career Arts and Sciences","1","13","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,8,2352,1042
"Wilmington","DE","Accrediting Council for Continuing Education & Training","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,3820,2559
"Clearwater","FL","Accrediting Bureau of Health Education Schools","1","12","10","4","5","0","0","0","0","0","0","0","0","0",0,1,2,2,5,409,4046
"Plantation","FL","Council on Occupational Education","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,275,3356
"Miami","FL","Council on Occupational Education","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,5,186,3396
"Miami","FL","Council on Occupational Education","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,195,3418
"Houston","MO","Accrediting Bureau of Health Education Schools","2","43","10","3","1","0","0","0","0","0","0","0","0","0",0,2,2,2,4,2841,5609
"Kansas City","MO","Accrediting Commission of Career Schools and Colleges","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,4,3481,5937
"Durham","NC","Transnational Association of Christian Colleges and Schools","3","11","24","10","6","0","0","0","0","0","0","0","0","0",1,3,4,2,5,2421,3076
"HASKELL","NJ","Commission on Massage Therapy Accreditation","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,4802,2344
"Rego Park","NY","Council on Occupational Education","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",1,1,1,2,2,4509,2060
"Sanborn","NY","New York State Board of Regents State Education Department Office of the Professions (Public Postsecondary Vocational Education Practical Nursing)","1","41","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,6028,3080
"Suffern","NY","Association of Institutions of Jewish Studies","3","21","24","11","8","0","0","0","0","0","0","0","1","0",0,3,3,2,2,4867,2280
"Williamsville","NY","National Accrediting Commission of Career Arts and Sciences","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,5907,3055
"Columbus","OH","Accrediting Commission of Career Schools and Colleges","2","11","26","9","6","0","0","0","0","0","0","0","0","0",0,2,2,3,3,4073,4081
"Mentor","OH","National Accrediting Commission of Career Arts and Sciences","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,3,5181,3655
"Salem","OR","Accrediting Council for Continuing Education & Training","1","22","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,8,6317,1365
"Springville","PA","Council on Occupational Education","1","42","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,5233,2622
"Rio Piedras","PR","Association for Bibical Higher Educaiton","3","11","24","5","6","0","0","0","0","0","0","0","0","0",0,3,4,2,9,66,1489
"Rio Piedras","PR","Accrediting Commission of Career Schools and Colleges","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,9,96,1469
"Grand Prairie","TX","Accrediting Commission of Career Schools and Colleges","1","21","10","4","2","0","0","0","0","0","0","0","0","0",0,1,2,3,6,1083,6349
"Beaumont","TX","Southern Association of Colleges and Schools Commission on Colleges","2","12","7","2","2","0","0","0","0","0","0","0","0","0",0,2,2,1,6,687,5884
"Irving","TX","Accrediting Commission of Career Schools and Colleges","1","12","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,6,1192,6327
"Salt Lake City","UT","Accrediting Bureau of Health Education Schools","1","12","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,7,4585,337
"Fredericksburg","VA","Council on Occupational Education","1","22","10","3","1","0","0","0","0","0","0","0","0","0",0,1,2,3,5,3137,2925
"Virginia Beach","VA","National Accrediting Commission of Career Arts and Sciences","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,2701,2664
"Henderson","NV","Northwest Commission on Colleges and Universities","3","41","22","5","9","0","0","0","0","0","1","0","0","0",0,3,3,1,8,2444,478
"Camarillo","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","22","19","13","12","0","0","0","0","0","1","0","0","0",0,3,4,1,8,1856,958
"Needham","MA","New England Commission on Higher Education","3","21","27","14","8","0","0","0","0","0","0","0","0","0",0,3,3,2,1,5568,1727
"Glenside","PA","Middle States Commission on Higher Education","3","21","26","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,2,4068,2461
"Bridgton","ME","Midwifery Education Accreditation Council","1","42","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,1,6181,1618
"Naples","FL","American Bar Association","3","21","31","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,5,303,3794
"Lancaster","PA","Middle States Commission on Higher Education","2","21","26","5","6","0","0","0","0","0","0","0","0","0",0,2,3,2,2,4021,2683
"Soldotna","AK","Association for Bibical Higher Educaiton","2","41","13","4","1","0","0","1","0","0","0","1","0","0",0,2,2,2,8,6634,1408
"Lenexa","KS","Distance Education Accrediting Commission","2","21","18","5","12","0","0","0","0","0","0","0","0","0",0,2,4,3,4,3404,5994
"Palm Desert","CA","Council on Occupational Education","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",1,1,1,3,8,1528,526
"Sells","AZ","Higher Learning Commission","2","43","33","1","1","0","0","0","1","0","0","0","0","0",0,2,2,1,6,935,304
"Blacksburg","VA","American Osteopathic Association","3","13","25","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,5,2808,3484
"Tempe","AZ","Accrediting Council for Continuing Education & Training","1","12","10","3","2","0","0","0","0","0","0","0","0","0",0,1,2,3,6,1327,363
"Lancaster","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","1","21","22","11","6","0","0","0","0","0","0","0","0","0",0,1,4,3,8,2000,801
"Portland","OR","Midwifery Education Accreditation Council","3","11","26","0","6","0","0","0","0","0","0","0","0","0",0,3,3,2,8,6372,1299
"Albuquerque","NM","Accrediting Bureau of Health Education Schools","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,6,2183,222
"Newport","KY","Council on Occupational Education","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,2,5,3499,4446
"Carson","CA","Accrediting Commission of Career Schools and Colleges","1","13","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,8,1574,847
"Dallas","TX","Council on Occupational Education","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,6,1224,6265
"Tacoma","WA","Transnational Association of Christian Colleges and Schools","3","12","24","7","6","0","0","0","0","0","0","0","0","0",1,3,4,2,8,6525,1296
"Shawnee","OK","Association for Bibical Higher Educaiton","3","42","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,3,0,2,6,2283,6318
"Salisbury","NC","Commission on Accrediting of the Association of Theological Schools","3","22","24","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,5,2349,3493
"Arecibo","PR","Council on Occupational Education","1","13","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,2,9,142,1548
"Southfield","MI","Accrediting Council for Continuing Education & Training","1","13","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,3,5697,4157
"Houston","TX","Council on Occupational Education","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,6,576,6107
"Jacksonville","IL","National Accrediting Commission of Career Arts and Sciences","1","32","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,3,3754,5412
"Santa Fe Springs","CA","Accrediting Commission of Career Schools and Colleges","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,2,8,1652,785
"Jersey City","NJ","Council on Occupational Education","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,4516,2265
"Margate","FL","Accrediting Commission of Career Schools and Colleges","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,306,3351
"Miami","FL","Accrediting Commission of Career Schools and Colleges","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,212,3382
"North Charleston","SC","Accrediting Commission of Career Schools and Colleges","1","12","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,1221,3265
"Colorado Springs","CO","Accrediting Commission of Career Schools and Colleges","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,7,3387,88
"Houston","TX","Council on Occupational Education","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,6,582,6105
"Weslaco","TX","Accrediting Bureau of Health Education Schools","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,2,6,281,6525
"North Hollywood","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","11","26","11","9","0","0","0","0","0","0","0","0","0",0,3,3,3,8,1883,906
"Franklin","TN","Association for Bibical Higher Educaiton","3","13","29","11","6","0","0","0","0","0","0","0","0","0",0,3,4,2,5,2432,4829
"Redmond","WA","Accrediting Commission of Career Schools and Colleges","3","13","22","15","9","0","0","0","0","0","0","0","0","0",0,3,4,3,8,6584,1164
"Fairmont","WV","Higher Learning Commission","2","32","8","2","2","0","0","0","0","0","0","0","0","0",0,2,2,1,5,3658,3334
